transaction,account,amount,cur
105860,101101,11.40,USD
105861,101102,9.21,EUR
105862,101101,9.34,USD
105863,101101,9.19,USD
105864,101102,10.01,EUR
105865,101101,10.65,USD
105866,101101,6.74,USD
105867,101101,11.46,USD
105868,101101,10.01,USD
105869,101101,10.46,USD
105870,101102,7.58,EUR
105871,101101,10.47,USD
105872,101101,11.02,USD
105873,101101,13.27,USD
105874,101101,10.51,USD
105875,101101,15.53,USD
105876,101101,10.71,USD
105877,101101,6.61,USD
105878,101101,8.74,USD
105879,101101,21.72,USD
105880,101101,7.80,USD
105881,101101,19.44,USD
105882,101101,6.50,USD
105883,101101,16.71,USD
105884,101101,-5.73,USD
105885,101101,9.01,USD
105886,101102,12.59,EUR
105887,101102,7.78,EUR
105888,101101,15.65,USD
105889,101101,4.72,USD
105890,101102,13.54,EUR
105891,101101,-3.89,USD
105892,101102,10.57,EUR
105893,101102,14.25,EUR
105894,101101,13.27,USD
105895,101101,12.82,USD
105896,101101,6.38,USD
105897,101101,7.42,USD
105898,101101,0.05,USD
105899,101101,8.09,USD
105900,101101,8.02,USD
105901,101101,10.31,USD
105902,101101,3.56,USD
105903,101101,0.26,USD
105904,101101,21.49,USD
105905,101101,7.33,USD
105906,101101,0.64,USD
105907,101101,11.77,USD
105908,101102,3.08,EUR
105909,101101,11.43,USD
105910,101101,6.50,USD
105911,101102,11.12,EUR
105912,101101,3.00,USD
105913,101102,13.83,EUR
105914,101102,5.00,EUR
105915,101101,9.87,USD
105916,101101,5.27,USD
105917,101102,13.94,EUR
105918,101102,7.08,EUR
105919,101102,6.05,EUR
105920,101101,10.24,USD
105921,101101,2.05,USD
105922,101101,20.24,USD
105923,101101,6.93,USD
105924,101101,7.14,USD
105925,101101,5.95,USD
105926,101101,15.86,USD
105927,101101,13.75,USD
105928,101101,8.73,USD
105929,101102,10.87,EUR
105930,101101,11.29,USD
105931,101101,11.43,USD
105932,101101,6.15,USD
105933,101101,2.80,USD
105934,101101,8.26,USD
105935,101101,6.62,USD
105936,101101,8.90,USD
105937,101101,7.69,USD
105938,101101,10.37,USD
105939,101102,-1.19,EUR
105940,101101,9.97,USD
105941,101101,7.47,USD
105942,101101,12.00,USD
105943,101101,5.18,USD
105944,101102,17.28,EUR
105945,101101,12.29,USD
105946,101101,8.84,USD
105947,101101,6.35,USD
105948,101101,12.85,USD
105949,101102,7.95,EUR
105950,101102,12.77,EUR
105951,101102,9.59,EUR
105952,101101,8.15,USD
105953,101101,4.70,USD
105954,101102,11.41,EUR
105955,101101,11.49,USD
105956,101101,8.04,USD
105957,101101,14.16,USD
105958,101102,6.67,EUR
105959,101101,13.39,USD
105960,101101,15.84,USD
105961,101102,13.21,EUR
105962,101101,10.33,USD
105963,101101,4.36,USD
105964,101101,4.50,USD
105965,101101,8.49,USD
105966,101102,7.95,EUR
105967,101102,5.61,EUR
105968,101101,6.35,USD
105969,101101,8.02,USD
105970,101101,8.63,USD
105971,101101,2.77,USD
105972,101102,10.36,EUR
105973,101101,12.54,USD
105974,101101,8.63,USD
105975,101101,15.63,USD
105976,101101,9.95,USD
105977,101101,8.66,USD
105978,101101,15.23,USD
105979,101101,8.60,USD
105980,101101,11.22,USD
105981,101101,9.16,USD
105982,101101,9.10,USD
105983,101101,4.60,USD
105984,101101,12.40,USD
105985,101101,18.11,USD
105986,101101,21.67,USD
105987,101101,12.33,USD
105988,101101,3.66,USD
105989,101101,9.51,USD
105990,101101,10.31,USD
105991,101101,10.28,USD
105992,101102,11.47,EUR
105993,101101,9.59,USD
105994,101101,14.12,USD
105995,101101,11.85,USD
105996,101101,6.53,USD
105997,101101,15.13,USD
105998,101101,6.77,USD
105999,101101,13.40,USD
106000,101102,17.22,EUR
106001,101102,7.97,EUR
106002,101102,10.17,EUR
106003,101101,7.43,USD
106004,101102,7.96,EUR
106005,101102,8.91,EUR
106006,101101,2.58,USD
106007,101101,1.85,USD
106008,101102,13.25,EUR
106009,101102,14.26,EUR
106010,101101,5.63,USD
106011,101101,14.08,USD
106012,101101,6.00,USD
106013,101101,15.33,USD
106014,101101,7.53,USD
106015,101101,13.59,USD
106016,101101,11.36,USD
106017,101101,9.21,USD
106018,101101,1.84,USD
106019,101101,14.95,USD
106020,101101,3.43,USD
106021,101102,13.85,EUR
106022,101102,6.91,EUR
106023,101101,11.70,USD
106024,101101,8.77,USD
106025,101102,20.28,EUR
106026,101102,9.71,EUR
106027,101101,12.92,USD
106028,101101,14.48,USD
106029,101101,6.03,USD
106030,101101,8.18,USD
106031,101101,9.69,USD
106032,101101,0.69,USD
106033,101101,10.85,USD
106034,101101,13.57,USD
106035,101101,14.63,USD
106036,101102,13.13,EUR
106037,101102,15.69,EUR
106038,101101,7.24,USD
106039,101101,12.22,USD
106040,101101,20.68,USD
106041,101102,4.53,EUR
106042,101101,8.72,USD
106043,101101,11.96,USD
106044,101101,11.90,USD
106045,101101,10.84,USD
106046,101101,9.14,USD
106047,101101,5.35,USD
106048,101102,17.03,EUR
106049,101101,9.21,USD
106050,101102,18.24,EUR
106051,101101,17.85,USD
106052,101101,13.59,USD
106053,101102,17.58,EUR
106054,101101,9.49,USD
106055,101101,13.84,USD
106056,101101,15.01,USD
106057,101101,6.10,USD
106058,101101,3.22,USD
106059,101101,1.91,USD
106060,101101,15.95,USD
106061,101102,17.15,EUR
106062,101101,8.28,USD
106063,101101,12.33,USD
106064,101102,12.32,EUR
106065,101101,18.79,USD
106066,101101,17.58,USD
106067,101101,7.60,USD
106068,101102,18.51,EUR
106069,101101,2.86,USD
106070,101102,14.61,EUR
106071,101101,9.97,USD
106072,101101,5.33,USD
106073,101101,12.84,USD
106074,101101,11.39,USD
106075,101101,1.10,USD
106076,101102,5.12,EUR
106077,101101,10.91,USD
106078,101101,9.14,USD
106079,101101,8.31,USD
106080,101101,17.53,USD
106081,101102,14.45,EUR
106082,101101,7.10,USD
106083,101101,15.48,USD
106084,101101,14.83,USD
106085,101101,18.66,USD
106086,101101,14.97,USD
106087,101101,9.05,USD
106088,101101,21.97,USD
106089,101101,12.17,USD
106090,101101,11.92,USD
106091,101102,8.86,EUR
106092,101101,12.90,USD
106093,101101,9.27,USD
106094,101101,6.85,USD
106095,101101,9.00,USD
106096,101101,3.71,USD
106097,101101,14.34,USD
106098,101101,8.90,USD
106099,101102,10.42,EUR
106100,101101,4.77,USD
106101,101101,16.67,USD
106102,101101,8.55,USD
106103,101101,1.60,USD
106104,101101,3.85,USD
106105,101102,10.30,EUR
106106,101101,10.16,USD
106107,101101,11.73,USD
106108,101101,1.54,USD
106109,101101,7.18,USD
106110,101101,14.59,USD
106111,101101,5.58,USD
106112,101101,17.64,USD
106113,101101,8.24,USD
106114,101101,6.29,USD
106115,101101,11.05,USD
106116,101102,18.22,EUR
106117,101101,9.04,USD
106118,101101,8.89,USD
106119,101101,7.44,USD
106120,101101,10.03,USD
106121,101101,9.97,USD
106122,101101,6.83,USD
106123,101101,17.03,USD
106124,101101,8.81,USD
106125,101101,16.35,USD
106126,101101,14.02,USD
106127,101102,16.96,EUR
106128,101101,9.34,USD
106129,101101,9.54,USD
106130,101102,10.45,EUR
106131,101101,23.96,USD
106132,101102,8.82,EUR
106133,101101,6.78,USD
106134,101101,-0.44,USD
106135,101101,11.56,USD
106136,101102,16.52,EUR
106137,101101,9.09,USD
106138,101101,13.46,USD
106139,101101,17.70,USD
106140,101102,18.12,EUR
106141,101101,17.65,USD
106142,101101,2.80,USD
106143,101101,14.00,USD
106144,101101,13.42,USD
106145,101102,7.05,EUR
106146,101101,7.33,USD
106147,101101,12.31,USD
106148,101101,4.64,USD
106149,101102,10.43,EUR
106150,101101,16.75,USD
106151,101101,2.64,USD
106152,101102,12.08,EUR
106153,101101,10.67,USD
106154,101101,9.87,USD
106155,101101,16.42,USD
106156,101101,7.88,USD
106157,101101,12.46,USD
106158,101102,9.77,EUR
106159,101101,7.06,USD
106160,101101,17.85,USD
106161,101101,8.24,USD
106162,101101,10.72,USD
106163,101101,12.27,USD
106164,101101,17.61,USD
106165,101101,14.75,USD
106166,101102,17.15,EUR
106167,101101,11.44,USD
106168,101101,9.87,USD
106169,101101,14.34,USD
106170,101101,11.33,USD
106171,101101,14.32,USD
106172,101101,0.94,USD
106173,101101,0.94,USD
106174,101101,12.75,USD
106175,101102,9.39,EUR
106176,101101,5.85,USD
106177,101101,14.02,USD
106178,101101,8.56,USD
106179,101101,16.42,USD
106180,101101,13.23,USD
106181,101101,4.96,USD
106182,101102,7.74,EUR
106183,101101,9.23,USD
106184,101101,5.55,USD
106185,101101,2.95,USD
106186,101101,12.79,USD
106187,101101,15.08,USD
106188,101101,15.42,USD
106189,101101,6.70,USD
106190,101101,3.83,USD
106191,101101,0.79,USD
106192,101101,10.93,USD
106193,101102,4.90,EUR
106194,101101,6.61,USD
106195,101101,12.05,USD
106196,101101,7.88,USD
106197,101101,15.55,USD
106198,101101,4.46,USD
106199,101101,7.44,USD
106200,101101,13.53,USD
106201,101101,2.95,USD
106202,101101,15.23,USD
106203,101101,4.82,USD
106204,101101,11.72,USD
106205,101101,13.73,USD
106206,101101,15.62,USD
106207,101102,4.29,EUR
106208,101101,10.81,USD
106209,101102,10.86,EUR
106210,101101,14.02,USD
106211,101101,5.12,USD
106212,101101,4.08,USD
106213,101101,10.89,USD
106214,101101,10.20,USD
106215,101101,1.90,USD
106216,101101,12.24,USD
106217,101101,4.77,USD
106218,101101,6.14,USD
106219,101101,1.09,USD
106220,101101,15.42,USD
106221,101101,12.41,USD
106222,101101,16.58,USD
106223,101101,7.12,USD
106224,101102,9.63,EUR
106225,101101,12.60,USD
106226,101101,9.07,USD
106227,101101,0.91,USD
106228,101101,10.36,USD
106229,101101,6.21,USD
106230,101101,9.69,USD
106231,101101,4.26,USD
106232,101101,6.76,USD
106233,101101,6.75,USD
106234,101101,22.01,USD
106235,101101,2.60,USD
106236,101101,1.24,USD
106237,101101,7.98,USD
106238,101102,8.95,EUR
106239,101102,7.92,EUR
106240,101102,18.38,EUR
106241,101101,3.74,USD
106242,101101,6.45,USD
106243,101101,10.91,USD
106244,101101,10.58,USD
106245,101101,6.79,USD
106246,101101,17.51,USD
106247,101101,6.85,USD
106248,101101,5.81,USD
106249,101102,10.59,EUR
106250,101101,8.24,USD
106251,101101,14.59,USD
106252,101101,12.78,USD
106253,101101,13.39,USD
106254,101101,11.45,USD
106255,101101,3.80,USD
106256,101101,5.23,USD
106257,101101,8.37,USD
106258,101101,5.90,USD
106259,101101,7.75,USD
106260,101101,3.71,USD
106261,101101,6.69,USD
106262,101101,3.94,USD
106263,101101,10.38,USD
106264,101101,8.18,USD
106265,101101,9.33,USD
106266,101101,7.36,USD
106267,101102,20.50,EUR
106268,101101,9.71,USD
106269,101101,8.13,USD
106270,101101,11.65,USD
106271,101101,15.09,USD
106272,101101,10.95,USD
106273,101101,13.23,USD
106274,101101,11.09,USD
106275,101102,10.60,EUR
106276,101101,13.50,USD
106277,101101,5.95,USD
106278,101101,13.84,USD
106279,101101,8.81,USD
106280,101101,8.32,USD
106281,101101,6.72,USD
106282,101101,14.66,USD
106283,101101,13.92,USD
106284,101101,12.54,USD
106285,101101,10.62,USD
106286,101101,6.40,USD
106287,101101,6.33,USD
106288,101101,2.39,USD
106289,101101,9.25,USD
106290,101101,8.80,USD
106291,101101,16.98,USD
106292,101101,13.46,USD
106293,101101,12.34,USD
106294,101101,7.55,USD
106295,101101,12.38,USD
106296,101102,16.20,EUR
106297,101101,-1.13,USD
106298,101101,11.39,USD
106299,101101,10.21,USD
106300,101101,11.31,USD
106301,101101,7.05,USD
106302,101101,16.30,USD
106303,101102,6.14,EUR
106304,101101,7.14,USD
106305,101101,1.95,USD
106306,101102,10.73,EUR
106307,101101,9.65,USD
106308,101101,7.80,USD
106309,101101,6.70,USD
106310,101102,13.15,EUR
106311,101101,5.12,USD
106312,101101,10.46,USD
106313,101101,9.17,USD
106314,101101,9.31,USD
106315,101101,5.60,USD
106316,101101,6.21,USD
106317,101101,9.75,USD
106318,101101,7.89,USD
106319,101101,5.05,USD
106320,101101,11.47,USD
106321,101102,5.45,EUR
106322,101101,8.39,USD
106323,101101,9.65,USD
106324,101101,17.09,USD
106325,101101,15.20,USD
106326,101101,9.37,USD
106327,101101,10.29,USD
106328,101101,17.95,USD
106329,101101,11.45,USD
106330,101101,10.51,USD
106331,101101,8.92,USD
106332,101101,9.28,USD
106333,101101,6.09,USD
106334,101101,11.48,USD
106335,101101,7.60,USD
106336,101101,3.59,USD
106337,101101,10.83,USD
106338,101101,15.82,USD
106339,101101,9.03,USD
106340,101102,0.62,EUR
106341,101101,11.26,USD
106342,101102,11.47,EUR
106343,101101,4.87,USD
106344,101101,12.84,USD
106345,101101,8.00,USD
106346,101101,0.25,USD
106347,101101,14.27,USD
106348,101101,1.58,USD
106349,101101,8.52,USD
106350,101101,7.94,USD
106351,101101,11.80,USD
106352,101101,14.69,USD
106353,101102,1.98,EUR
106354,101101,9.16,USD
106355,101102,6.61,EUR
106356,101102,13.35,EUR
106357,101102,12.66,EUR
106358,101101,7.07,USD
106359,101101,10.22,USD
106360,101101,3.55,USD
106361,101102,4.97,EUR
106362,101101,9.29,USD
106363,101102,-0.98,EUR
106364,101101,4.11,USD
106365,101101,8.90,USD
106366,101101,11.45,USD
106367,101101,6.56,USD
106368,101101,16.48,USD
106369,101101,14.82,USD
106370,101101,16.36,USD
106371,101101,13.34,USD
106372,101101,14.22,USD
106373,101101,23.48,USD
106374,101101,11.56,USD
106375,101102,12.94,EUR
106376,101101,7.35,USD
106377,101101,11.73,USD
106378,101101,13.26,USD
106379,101101,12.25,USD
106380,101102,9.73,EUR
106381,101102,11.35,EUR
106382,101101,15.27,USD
106383,101101,2.07,USD
106384,101101,3.31,USD
106385,101101,10.30,USD
106386,101101,7.46,USD
106387,101101,11.63,USD
106388,101101,6.47,USD
106389,101101,5.69,USD
106390,101101,7.67,USD
106391,101101,12.28,USD
106392,101101,8.73,USD
106393,101101,4.68,USD
106394,101101,22.14,USD
106395,101101,5.60,USD
106396,101101,12.55,USD
106397,101101,16.64,USD
106398,101101,11.97,USD
106399,101101,10.36,USD
106400,101101,9.69,USD
106401,101102,15.82,EUR
106402,101101,14.38,USD
106403,101102,9.01,EUR
106404,101102,9.97,EUR
106405,101102,16.59,EUR
106406,101101,18.05,USD
106407,101101,22.65,USD
106408,101101,8.40,USD
106409,101101,21.30,USD
106410,101101,13.10,USD
106411,101101,16.14,USD
106412,101101,18.48,USD
106413,101101,19.14,USD
106414,101101,9.60,USD
106415,101101,9.42,USD
106416,101101,7.20,USD
106417,101101,19.44,USD
106418,101101,20.35,USD
106419,101101,12.08,USD
106420,101102,13.97,EUR
106421,101102,15.66,EUR
106422,101101,9.60,USD
106423,101101,15.50,USD
106424,101102,7.52,EUR
106425,101102,8.24,EUR
106426,101102,15.52,EUR
106427,101102,9.16,EUR
106428,101101,9.99,USD
106429,101101,5.96,USD
106430,101101,12.01,USD
106431,101101,8.52,USD
106432,101101,6.24,USD
106433,101101,13.53,USD
106434,101102,13.31,EUR
106435,101101,5.04,USD
106436,101101,21.06,USD
106437,101101,1.23,USD
106438,101101,0.60,USD
106439,101101,12.65,USD
106440,101101,14.81,USD
106441,101102,11.86,EUR
106442,101102,4.54,EUR
106443,101102,15.75,EUR
106444,101101,11.84,USD
106445,101101,18.38,USD
106446,101102,14.98,EUR
106447,101102,5.61,EUR
106448,101101,11.64,USD
106449,101101,12.23,USD
106450,101101,7.34,USD
106451,101101,8.34,USD
106452,101101,15.29,USD
106453,101101,19.16,USD
106454,101102,16.31,EUR
106455,101101,7.89,USD
106456,101101,10.54,USD
106457,101101,5.09,USD
106458,101102,5.25,EUR
106459,101102,11.48,EUR
106460,101101,-0.83,USD
106461,101101,9.40,USD
106462,101101,5.41,USD
106463,101101,7.48,USD
106464,101101,11.44,USD
106465,101102,8.76,EUR
106466,101101,6.68,USD
106467,101101,2.60,USD
106468,101102,14.14,EUR
106469,101101,2.71,USD
106470,101101,5.89,USD
106471,101101,14.67,USD
106472,101101,9.78,USD
106473,101102,10.31,EUR
106474,101101,8.00,USD
106475,101101,2.15,USD
106476,101101,9.07,USD
106477,101102,8.05,EUR
106478,101101,15.73,USD
106479,101102,19.40,EUR
106480,101101,13.34,USD
106481,101101,15.62,USD
106482,101101,10.84,USD
106483,101101,6.12,USD
106484,101101,3.15,USD
106485,101102,7.15,EUR
106486,101101,5.98,USD
106487,101102,17.51,EUR
106488,101101,14.93,USD
106489,101101,11.98,USD
106490,101101,14.34,USD
106491,101101,8.75,USD
106492,101102,13.31,EUR
106493,101101,9.79,USD
106494,101101,12.21,USD
106495,101101,6.04,USD
106496,101101,15.33,USD
106497,101101,10.48,USD
106498,101101,6.70,USD
106499,101102,16.02,EUR
106500,101101,12.28,USD
106501,101101,7.40,USD
106502,101102,14.56,EUR
106503,101101,19.11,USD
106504,101101,7.82,USD
106505,101101,8.22,USD
106506,101101,6.26,USD
106507,101101,10.89,USD
106508,101101,11.83,USD
106509,101101,5.98,USD
106510,101101,19.24,USD
106511,101102,13.07,EUR
106512,101101,13.71,USD
106513,101101,4.96,USD
106514,101101,12.37,USD
106515,101101,4.28,USD
106516,101101,17.79,USD
106517,101102,4.67,EUR
106518,101101,9.23,USD
106519,101102,24.45,EUR
106520,101101,18.48,USD
106521,101102,17.48,EUR
106522,101102,9.93,EUR
106523,101101,12.20,USD
106524,101101,6.23,USD
106525,101101,8.80,USD
106526,101101,10.04,USD
106527,101101,10.17,USD
106528,101101,10.23,USD
106529,101101,17.50,USD
106530,101101,11.15,USD
106531,101101,11.15,USD
106532,101101,6.82,USD
106533,101101,1.35,USD
106534,101101,17.63,USD
106535,101101,11.80,USD
106536,101101,8.05,USD
106537,101101,12.87,USD
106538,101102,17.49,EUR
106539,101101,5.01,USD
106540,101101,10.06,USD
106541,101101,18.09,USD
106542,101101,0.79,USD
106543,101101,11.19,USD
106544,101101,3.08,USD
106545,101102,16.41,EUR
106546,101101,8.54,USD
106547,101101,16.66,USD
106548,101101,8.91,USD
106549,101101,7.21,USD
106550,101102,1.73,EUR
106551,101102,13.38,EUR
106552,101102,7.47,EUR
106553,101101,13.24,USD
106554,101101,14.27,USD
106555,101102,9.78,EUR
106556,101101,7.96,USD
106557,101101,14.86,USD
106558,101101,14.01,USD
106559,101101,6.32,USD
106560,101102,5.46,EUR
106561,101101,12.57,USD
106562,101101,13.47,USD
106563,101101,18.74,USD
106564,101101,15.82,USD
106565,101102,2.07,EUR
106566,101102,15.10,EUR
106567,101101,13.51,USD
106568,101102,7.74,EUR
106569,101101,19.42,USD
106570,101101,8.42,USD
106571,101102,0.70,EUR
106572,101101,8.22,USD
106573,101101,6.12,USD
106574,101101,7.79,USD
106575,101102,12.72,EUR
106576,101102,12.58,EUR
106577,101101,7.98,USD
106578,101101,11.00,USD
106579,101102,14.22,EUR
106580,101101,6.79,USD
106581,101101,11.93,USD
106582,101101,10.08,USD
106583,101101,11.91,USD
106584,101102,13.79,EUR
106585,101101,14.89,USD
106586,101102,14.86,EUR
106587,101101,16.04,USD
106588,101102,18.20,EUR
106589,101101,21.61,USD
106590,101101,4.86,USD
106591,101101,2.96,USD
106592,101101,10.72,USD
106593,101101,11.95,USD
106594,101102,9.51,EUR
106595,101101,11.61,USD
106596,101101,3.65,USD
106597,101101,13.11,USD
106598,101101,5.06,USD
106599,101102,10.51,EUR
106600,101101,6.26,USD
106601,101101,11.48,USD
106602,101101,10.30,USD
106603,101102,20.04,EUR
106604,101101,8.31,USD
106605,101101,10.48,USD
106606,101101,3.96,USD
106607,101101,8.18,USD
106608,101101,15.77,USD
106609,101101,16.15,USD
106610,101102,4.88,EUR
106611,101101,19.57,USD
106612,101101,20.39,USD
106613,101101,7.28,USD
106614,101101,11.25,USD
106615,101101,9.19,USD
106616,101101,6.44,USD
106617,101101,8.27,USD
106618,101101,4.09,USD
106619,101101,2.17,USD
106620,101101,8.38,USD
106621,101101,1.21,USD
106622,101101,10.09,USD
106623,101101,17.15,USD
106624,101101,13.29,USD
106625,101101,15.94,USD
106626,101101,6.59,USD
106627,101102,18.22,EUR
106628,101101,21.17,USD
106629,101101,12.31,USD
106630,101102,12.06,EUR
106631,101101,9.39,USD
106632,101101,1.97,USD
106633,101101,9.33,USD
106634,101101,6.05,USD
106635,101101,5.01,USD
106636,101101,15.29,USD
106637,101102,17.25,EUR
106638,101101,6.36,USD
106639,101101,3.08,USD
106640,101101,3.96,USD
106641,101101,13.89,USD
106642,101102,5.87,EUR
106643,101101,2.81,USD
106644,101101,2.92,USD
106645,101101,7.36,USD
106646,101101,12.47,USD
106647,101101,18.48,USD
106648,101101,16.65,USD
106649,101101,9.04,USD
106650,101101,15.30,USD
106651,101102,3.74,EUR
106652,101101,8.63,USD
106653,101101,13.24,USD
106654,101101,7.21,USD
106655,101101,12.77,USD
106656,101102,8.18,EUR
106657,101102,8.97,EUR
106658,101101,11.92,USD
106659,101102,7.81,EUR
106660,101101,6.46,USD
106661,101101,7.87,USD
106662,101101,11.81,USD
106663,101101,4.00,USD
106664,101101,10.37,USD
106665,101101,8.61,USD
106666,101101,-1.18,USD
106667,101101,12.45,USD
106668,101101,5.26,USD
106669,101101,8.90,USD
106670,101102,3.11,EUR
106671,101102,9.54,EUR
106672,101101,16.40,USD
106673,101101,10.34,USD
106674,101102,13.72,EUR
106675,101101,11.91,USD
106676,101101,20.25,USD
106677,101101,18.01,USD
106678,101102,18.14,EUR
106679,101102,3.67,EUR
106680,101101,-1.06,USD
106681,101101,8.52,USD
106682,101101,7.12,USD
106683,101101,7.73,USD
106684,101101,17.60,USD
106685,101101,5.84,USD
106686,101101,16.92,USD
106687,101101,8.18,USD
106688,101101,9.79,USD
106689,101101,6.66,USD
106690,101102,7.23,EUR
106691,101102,9.21,EUR
106692,101101,13.45,USD
106693,101101,11.16,USD
106694,101101,20.24,USD
106695,101101,3.03,USD
106696,101101,16.32,USD
106697,101101,16.28,USD
106698,101102,11.21,EUR
106699,101101,10.69,USD
106700,101101,14.20,USD
106701,101101,15.90,USD
106702,101101,7.88,USD
106703,101102,2.25,EUR
106704,101101,5.89,USD
106705,101102,14.87,EUR
106706,101101,10.16,USD
106707,101101,17.70,USD
106708,101101,13.12,USD
106709,101101,10.94,USD
106710,101101,18.34,USD
106711,101101,10.77,USD
106712,101101,10.23,USD
106713,101101,9.54,USD
106714,101101,5.73,USD
106715,101101,14.48,USD
106716,101101,12.07,USD
